SALE DATE,Hour,Minute,Second
20070122,18,17,15
19750501,11,41,5
20010615,19,23,35
19941101,14,53,52
20011106,13,21,22
20050606,24,58,38
20050606,14,37,2
19950201,10,10,28
20000816,12,6,40
20080605,5,21,31
20080331,18,41,38
20051118,3,27,48
20060724,16,39,57
20140904,15,39,1
20110620,4,39,1
20051221,12,54,46
20051031,11,51,10
20040527,10,29,20
19970301,14,31,2
20141205,24,51,37
20070309,19,38,42
19930701,14,14,52
20000731,15,27,27
20000929,23,0,15
20080822,4,31,28
20100318,6,50,15
20091027,1,42,30
20080922,11,1,16
19910401,2,2,0
20120801,22,21,30
19990701,19,34,16
20000303,18,26,28
20060708,1,18,9
20000901,19,44,26
20030930,17,56,42
20110209,8,31,24
20000731,21,35,7
19910801,12,55,46
20100415,22,46,32
20011106,5,30,3
19990801,13,40,55
19940501,7,11,52
19990801,7,51,32
20140602,18,22,51
20140801,4,9,59
19940401,18,25,19
20130221,18,12,42
20040129,7,28,22
19930801,23,3,40
20140513,22,59,46
19930401,9,52,49
20070302,20,58,13
20041202,21,43,57
20101130,16,45,53
19990701,7,7,44
20121107,8,16,33
20030829,22,57,6
20031105,4,25,47
19980701,16,13,44
20011218,19,20,21
20120824,10,9,58
20130927,12,46,14
20110727,6,39,29
20060829,20,35,7
20080905,21,25,45
19991101,6,32,59
20041221,22,16,39
20051130,24,0,19
19991101,7,46,26
20050902,24,26,49
20080815,10,34,13
20040527,22,8,1
20060616,0,38,53
20000419,4,19,39
20051118,22,9,20
20081120,16,32,8
20020227,3,1,28
19980721,20,55,34
20131122,10,45,55
20020916,4,33,23
20140530,22,29,31
20020819,9,12,56
20100929,9,21,1
20010606,13,3,40
20101102,12,15,30
19880301,24,20,19
20120713,21,1,27
19880501,7,52,40
20020605,0,23,40
19760201,9,57,30
20060208,8,39,52
19940601,24,40,4
19800601,14,49,17
19760101,15,39,6
20040709,24,19,53
20040709,15,39,57
19900301,5,13,8
19770701,0,27,45
20091130,19,50,42
20030602,15,56,20
20050915,3,3,6
19910501,5,5,31
20040430,5,34,50
19960601,6,16,32
20131217,16,50,53
20030314,9,41,31
20030130,17,31,36
20010829,4,26,32
20040420,22,23,28
19800901,24,53,54
19990801,22,36,21
20020829,7,4,59
19900401,12,50,53
19940201,7,34,52
20130419,18,57,54
20110103,7,55,4
19830901,12,0,39
19881001,21,45,7
20020222,17,51,8
20080801,3,11,35
20020228,23,5,3
19950801,18,8,20
19941201,24,59,49
19820501,19,59,32
20030716,20,1,8
19930601,15,47,17
19890101,5,34,18
20100820,18,21,56
20041101,0,10,29
19840701,0,9,47
20010608,1,52,0
20020906,0,8,34
20010501,23,44,4
19980801,24,9,28
20090603,22,20,59
20000612,4,48,37
20000301,3,18,15
20040929,24,4,25
20120808,24,55,0
19770701,2,16,17
19760601,1,7,17
20120730,6,14,0
19740801,14,25,18
19990401,1,15,57
20051220,15,18,11
19771201,7,8,30
19910501,12,42,14
19760901,22,6,23
19800901,12,47,9
20011107,1,4,7
19910501,8,3,59
20140630,15,6,23
19960701,10,45,2
20020711,17,2,2
19910801,4,59,29
19830401,21,12,12
20130816,6,30,58
20040707,16,29,58
20030806,13,29,35
19830901,4,11,20
19991101,16,27,4
20060404,20,5,47
20050627,3,3,0
20100615,18,39,21
19840901,7,50,6
19880801,14,59,43
20091027,1,43,28
20100924,5,13,40
20110711,8,12,23
20060703,21,27,27
20080605,7,9,45
19950901,19,55,51
19990201,10,26,32
20000107,3,43,27
20091030,8,1,29
20021118,19,10,18
20120502,21,53,59
19970901,14,6,43
19830301,19,16,16
19840501,15,3,57
19751101,8,14,50
20060728,0,36,21
19930801,23,49,35
19920601,24,20,20
20140605,10,57,20
20080702,9,13,23
19920101,6,28,0
20140725,10,59,49
20080331,13,59,36
19980301,12,16,16
20030131,23,42,48
20130715,9,4,7
19940801,11,17,55
20131125,7,27,28
19950801,5,2,41
19800701,18,26,36
20121101,23,45,42
20120328,0,47,47
19870801,5,25,33
19990401,19,33,29
20050809,1,9,0
20111007,2,4,36
20131213,4,59,16
19960801,12,9,11
20000131,9,32,15
19931101,2,19,8
19920901,2,14,52
20140224,19,24,32
20140724,13,20,9
20000927,24,37,50
19910601,21,34,26
20140106,10,44,57
20010515,6,56,35
20001215,14,4,39
19971001,2,37,34
20050916,2,21,16
19930801,5,59,48
19991101,10,37,25
19990501,0,2,41
20120725,4,43,37
19840701,13,13,23
20100601,5,23,41
19950201,15,17,28
20120917,8,16,5
19771201,23,48,30
20140110,19,21,32
19971001,22,39,2
20130726,12,36,49
20021219,18,23,32
20060315,8,2,42
20060224,12,48,7
19980801,12,0,32
20110114,19,17,10
20050715,12,5,50
20140108,8,33,2
19980601,6,15,21
19890601,7,38,52
20141202,4,56,31
20040630,17,38,27
19880601,12,21,6
19921101,22,14,52
20040520,19,58,0
20100413,12,45,2
20051117,14,36,5
20051117,6,10,31
19950901,11,44,58
20031125,12,51,19
19860701,3,0,20
19980601,20,21,30
20070801,8,48,47
19770401,22,9,3
20130701,13,35,51
19990101,20,51,57
19970601,16,34,32
20080918,5,34,53
20080918,0,35,38
20031125,2,6,22
20090814,15,2,29
20140624,23,56,33
20031021,19,39,15
20080229,6,16,16
19990501,10,44,32
19981101,14,36,0
20070801,20,32,59
20100610,18,44,30
20130701,8,48,2
20090506,12,38,46
20110701,9,47,4
19730601,9,49,32
19790401,20,58,53
20141030,19,31,45
19980601,18,53,0
20010504,23,40,39
19890701,8,15,34
19760101,19,24,1
20110603,5,44,38
20031015,2,5,42
19990701,21,21,55
19770501,16,31,34
20051115,3,11,41
19770101,7,7,48
20100812,4,57,53
20060919,12,59,1
20041220,15,3,55
20060919,10,28,59
20091125,2,30,27
19770701,20,28,40
20060130,13,24,51
20080501,15,45,40
19770401,21,19,43
19770401,20,55,31
19770501,21,25,44
20060505,1,34,40
20080201,19,29,38
20070810,16,37,57
20090901,0,39,29
20131223,0,9,48
20010227,17,50,53
19880901,6,3,31
19950501,15,53,23
20031121,3,36,42
20080701,6,12,29
20140228,18,13,52
20140228,4,33,1
20010628,23,46,32
20130725,15,58,21
20010323,12,33,43
19830901,5,0,27
20100618,2,25,2
19931101,1,55,34
20131209,17,45,39
20121221,10,44,55
19820101,6,6,40
20140917,2,27,13
20040816,10,31,32
20060628,17,56,45
20000414,14,33,29
20021231,12,10,15
20040816,5,22,14
19981101,4,57,44
19760901,6,14,22
19800701,13,13,26
19960101,21,33,36
20130329,6,58,19
20110427,14,1,1
19991101,1,12,34
20101108,2,10,54
20041116,24,1,37
20120814,18,11,17
20081110,22,30,22
20050622,13,8,30
20030731,12,53,56
20020827,15,30,52
20000418,11,44,3
20050829,0,12,14
20090826,11,51,56
20110622,24,28,47
19941101,13,3,21
19980401,10,19,50
19870601,9,47,26
19990101,11,28,51
19971101,18,32,18
19980301,7,10,8
20101130,23,21,30
20061130,13,3,13
20110819,16,47,8
19990401,9,24,28
20080627,17,46,40
20100813,4,34,36
19940801,18,28,42
19940901,11,16,10
20010118,22,10,14
19980601,4,16,58
20021028,10,55,55
19770801,4,41,2
19950701,21,3,58
20031205,6,22,3
19920601,0,0,43
20121028,18,52,22
20071030,23,32,10
20040730,9,0,26
19770801,8,55,59
20090902,17,28,4
20010601,2,51,36
19831101,2,10,0
19740601,22,8,29
20090715,10,45,54
19971001,19,34,12
19980401,2,42,3
20050811,6,58,51
20050811,11,31,40
20080912,1,9,19
20131205,12,52,26
20130620,19,40,12
20121024,7,49,12
20030430,18,13,19
20021024,12,50,28
20080626,6,4,4
20130718,2,43,58
19990101,1,44,24
19900101,11,23,12
19940401,4,41,34
20080611,6,15,32
19861201,24,8,12
19771001,14,51,47
20050726,9,26,10
20000815,16,20,50
19980601,8,52,15
20071108,8,41,58
19830401,2,38,7
20110308,12,36,40
19750601,21,18,16
20140722,8,37,26
19761101,19,53,47
19940801,23,43,13
20020520,7,8,33
20011214,18,48,39
19970301,24,39,26
19990601,4,6,6
20040225,15,52,56
19960801,9,3,4
20080929,16,50,26
19930701,4,34,36
19920701,12,16,19
20050623,17,57,51
20130830,19,43,24
20130830,22,53,23
20010504,0,51,43
19880101,23,18,11
20120607,9,46,49
20070924,2,7,18
20050525,3,3,23
20070801,15,21,47
20111223,15,21,30
20070621,23,58,42
19940101,11,12,41
19751101,8,33,13
20010216,19,48,55
19990201,19,32,53
20140702,0,28,29
20090921,6,21,52
20140630,13,23,51
20140702,13,12,56
20140630,18,16,57
20140702,8,51,51
20100518,14,52,43
19910501,21,12,6
19810901,16,1,0
19980401,23,15,32
19991222,18,49,29
20040630,0,40,4
20020729,3,39,47
20120717,8,27,49
19800501,1,8,26
20130531,3,20,27
20040701,15,7,24
19951101,5,55,8
20130211,24,49,13
19900601,1,53,17
19890701,24,27,34
19810501,7,6,54
20060814,18,57,26
20080528,17,53,38
20110729,23,33,30
19950401,16,52,7
20140725,2,18,38
19931201,0,33,49
20100408,11,52,29
20020821,4,22,32
19931201,7,31,21
19891101,15,36,53
19970801,0,19,23
20040811,23,56,35
19880901,9,46,46
20051006,4,14,49
19880801,23,32,39
20070706,3,14,33
20090727,21,23,21
20000128,1,31,50
19920701,22,8,57
20070720,6,39,1
20060919,2,46,49
20000601,10,55,6
19960801,14,38,37
19910701,13,53,4
19950801,6,31,26
20060602,12,53,5
20040630,5,20,54
20080829,15,16,23
19920501,2,3,34
20070418,19,9,23
19740601,11,59,7
20051020,3,39,36
20030710,13,9,41
19810901,23,56,28
20130510,1,55,0
20140515,8,58,35
20100318,16,27,1
20040817,11,54,53
19971201,5,54,11
20100115,15,56,16
20040708,19,21,5
19890701,15,0,23
20050603,22,2,20
20120531,8,45,58
20080228,11,10,10
20080228,2,50,12
20140829,3,50,47
20080327,11,8,28
20091201,15,24,51
20071130,14,29,49
20090729,22,35,25
20071106,6,59,2
20130419,10,22,1
20071115,10,14,47
20080603,24,21,15
20070117,16,40,57
20070427,10,37,36
20080501,3,22,18
20100604,7,31,17
20101001,22,9,57
20110901,16,41,10
20080826,3,24,10
20061031,17,54,0
20061122,13,50,40
20121231,14,0,56
20110218,0,53,20
20060425,0,32,39
20120608,20,35,35
20140627,19,0,1
20050802,9,8,13
19970501,23,36,16
20141114,16,10,22
20051212,1,5,46
19770901,0,26,35
19770801,13,52,23
19831201,3,9,43
20130315,2,1,54
20100924,8,48,41
20111130,20,30,15
20141201,11,41,23
20030711,1,54,11
20070905,9,13,41
19951001,9,48,58
19990401,22,8,6
19770101,6,3,34
19770201,21,49,53
20040804,5,38,10
20040804,10,38,43
20040804,7,19,3
20040804,8,35,22
20040804,5,38,11
19900601,5,52,14
19770801,9,51,18
19770901,9,46,22
19750601,10,17,34
19990301,8,26,18
19770601,10,28,4
20050715,11,49,18
20120814,8,55,58
20021119,9,28,56
20040804,21,11,5
20121231,11,15,10
20021119,16,2,45
20080625,2,42,46
20101101,1,27,15
20130908,13,32,24
19840501,20,40,6
20091211,14,21,48
20000428,13,12,13
19910701,3,5,33
20120430,23,40,14
20081120,8,6,59
20030305,5,18,23
20130215,1,0,44
20041105,19,57,31
19960901,10,6,59
20040804,6,41,31
20030327,3,11,17
20101014,12,32,45
20100716,21,5,42
20110325,3,9,57
20041119,1,45,39
19871001,11,35,51
19910701,0,29,25
20050811,19,39,11
19920701,6,10,26
19840401,17,35,34
20101124,14,6,7
20120430,4,55,21
20140926,6,48,52
19771101,16,53,21
19920101,17,36,44
19920101,11,49,36
20071119,5,6,3
20080204,21,49,14
20110923,21,31,30
20120405,2,0,41
19980501,20,26,41
20110923,11,40,16
20081215,23,22,53
19940501,23,14,31
19790101,19,56,11
20140912,9,53,50
20130405,13,3,12
20141126,13,50,20
20100106,17,10,54
20060214,1,56,41
19790101,8,9,38
19980501,14,3,25
19891001,2,24,37
20040824,13,36,50
20120810,15,6,39
20081027,11,32,10
19760101,16,43,25
20020123,5,58,25
20120801,21,25,15
20071031,4,57,51
20131108,13,46,14
19980901,3,26,49
19971201,18,17,5
20100504,17,33,22
19930901,10,45,5
20140808,12,36,36
20101103,4,28,29
19880401,13,13,32
20130424,10,30,45
19860801,15,18,30
19830601,10,26,55
19960817,2,20,12
20030124,8,19,29
19950901,2,6,42
20060214,12,25,51
20051007,9,33,18
19880901,6,19,23
20030313,17,19,35
20030801,1,22,22
20140212,14,14,42
20030627,14,53,52
20031020,23,56,0
20021220,1,10,41
20010912,8,1,53
19990901,12,22,30
19830401,9,34,13
20111227,10,54,40
20040430,5,1,33
19770101,17,8,40
19771101,11,31,2
20110622,23,43,38
20090918,14,36,35
20140409,10,8,53
19920301,10,38,42
19920301,8,56,4
19980601,14,26,30
19921201,9,48,20
19910501,17,12,54
20121022,3,40,30
19971201,15,40,9
20131224,18,47,58
20020731,21,18,51
20050606,23,23,19
20040430,20,21,6
20130913,1,12,45
20041108,17,41,20
19960501,9,10,39
19990301,21,14,52
20061031,24,11,16
20140123,11,33,1
20061213,16,59,34
19881001,22,31,27
19771101,4,39,9
19990201,4,40,38
20060831,7,44,48
20100714,5,4,52
20100602,19,40,29
19980601,22,25,35
20060501,14,49,34
20050908,0,58,42
20050721,8,0,48
20070626,0,36,51
19990101,13,12,32
19990601,12,57,43
20071031,2,38,46
20110708,17,59,32
19911101,22,50,58
20101222,15,9,6
20030801,15,33,59
20000329,13,9,16
20050825,5,30,4
20011214,13,13,10
19990801,4,26,35
19890301,16,34,6
19980401,0,59,45
20001024,19,44,27
19800701,18,10,14
19960201,12,48,17
20131004,3,45,27
19761101,7,58,4
20050203,7,21,25
20120216,24,32,54
19750601,14,2,10
20110107,12,50,46
20060808,6,21,6
20040728,17,55,19
19830501,23,5,47
20050907,0,39,8
19871001,3,18,45
20070810,4,35,4
19991201,15,59,4
20080912,23,45,29
20090430,7,10,26
19980801,11,44,15
20070706,13,42,57
20080222,16,46,23
20141212,7,52,11
19980601,7,39,8
20050801,12,14,26
20040401,24,6,17
20070629,2,12,58
19930101,7,9,10
19810901,2,14,28
20130626,3,3,16
20110725,11,22,34
19741101,2,23,3
19860801,19,26,4
20100319,0,25,11
20030218,6,44,5
20090915,9,37,28
20051130,22,57,36
20090915,5,53,7
20131007,15,27,28
20100902,5,16,35
20141204,10,54,25
20120611,22,0,40
19990801,10,49,4
20040629,21,15,41
20110419,24,19,54
19941001,18,16,19
20041108,21,14,10
20090320,3,4,26
20120713,8,4,44
19790301,18,11,50
20020715,6,17,25
20090213,21,50,35
19921101,18,39,39
20070531,11,33,26
20090617,4,25,14
20061114,18,35,21
19821101,7,45,22
19980101,2,36,27
20090901,19,54,31
19840601,7,59,6
19920701,2,19,14
20120627,11,44,54
20010406,13,43,15
20030930,20,48,49
20080915,9,46,8
19880501,9,19,31
20100827,22,22,46
20110916,22,5,39
20060217,0,3,32
20080529,20,9,37
20021107,3,52,5
20131210,9,53,18
19830301,3,59,35
19930101,18,29,6
20140604,1,4,39
19810301,18,10,35
20091030,6,9,52
20020117,19,52,45
20000925,3,20,22
20111004,22,20,56
19750601,0,34,24
20090605,22,22,16
20040629,11,35,55
19921201,23,31,16
19970901,2,42,0
19950901,7,48,33
20131220,13,38,9
20100901,0,35,25
19750601,15,32,12
20050810,15,52,44
20030522,6,56,22
20000525,14,57,16
20120813,2,33,36
19760801,17,59,27
20100331,3,53,41
20080625,16,15,58
19821101,4,32,52
19931001,10,15,5
20050617,0,48,24
19950901,5,50,21
20120716,23,6,25
20080211,14,53,17
19821001,14,53,24
20140328,3,2,46
19890701,3,40,43
20070815,5,13,7
20001101,21,52,20
20050627,11,19,4
20140523,13,40,6
20070129,2,16,19
20130627,10,36,19
20090203,15,28,23
20081031,15,5,52
20031010,9,32,16
20080529,9,47,38
19890501,3,40,1
20050622,24,4,58
20130510,13,49,43
20000522,9,14,39
19981201,4,56,15
19841101,8,33,14
19940201,12,10,53
20050810,17,15,50
20020430,22,52,15
20041015,17,55,6
20081210,13,38,38
20000120,12,33,20
20110107,15,45,1
19910501,11,1,17
20121031,9,32,0
19990101,8,6,30
19940601,21,49,53
20010726,5,32,12
19761201,6,35,16
20041206,22,16,7
20081105,0,45,48
19770401,9,45,0
19790401,3,50,11
20000630,12,29,3
20131025,7,47,28
20041216,13,10,15
20040901,13,40,2
20091008,17,42,38
20020225,16,5,37
19861001,18,41,45
19980901,20,28,55
19950801,19,13,21
20111215,12,59,39
20070118,19,44,39
20080904,8,20,6
20140926,18,15,22
19890901,23,58,13
20090716,2,51,1
19860601,11,0,27
19971001,15,57,48
19950601,4,38,48
20100723,6,44,6
20140630,12,29,0
19930401,7,10,25
20140627,12,30,47
20070301,23,36,18
20031007,4,28,3
19960301,20,38,1
19750601,7,38,18
20090731,14,12,36
19990501,0,51,56
19981201,7,33,56
20060811,12,42,30
20110729,5,12,0
20110602,12,36,45
20110729,24,33,7
19890801,22,31,53
19801001,0,52,8
20000630,8,41,52
20100601,22,0,34
20060707,22,13,30
20081105,4,27,19
20080619,20,12,23
20030411,3,0,34
20030411,24,53,7
20060531,12,13,44
20001101,13,54,26
20020621,0,26,41
20131011,23,36,30
20040213,1,49,45
19750601,4,21,41
20000815,1,14,54
19770501,1,44,15
20141114,18,10,33
20120607,7,28,25
20040804,12,35,23
19761001,22,15,30
20120321,17,0,31
20120321,18,10,41
19910401,6,25,31
19760601,10,44,17
19760601,16,22,51
20120321,5,4,55
20120321,2,22,49
20020620,3,41,45
19910201,13,36,51
19770901,5,59,15
20050510,24,15,22
19910201,5,31,16
19840701,4,40,52
20030131,21,7,1
20021025,21,2,32
19840501,6,55,59
20000209,15,13,13
19750601,11,30,6
20111228,2,59,48
19770901,9,0,45
19841001,23,55,48
19981201,9,40,1
20050902,24,49,41
20140731,20,57,47
20110714,13,18,32
19800901,11,38,18
19911101,17,52,45
20141028,9,35,29
20111228,4,19,55
19771101,23,39,7
20040503,17,7,35
20140124,21,7,56
20031031,9,3,52
20130813,7,29,2
19830501,20,44,29
20000731,3,20,2
19920501,19,41,28
20090123,19,56,34
19961001,2,56,8
20010629,16,45,9
19980801,2,1,23
19910601,11,28,34
20060808,5,39,50
20060808,11,16,38
20060109,16,48,51
20020429,13,5,20
20020228,0,48,54
20021025,9,56,15
20050504,15,52,51
20070425,4,9,6
19920901,18,22,4
19861201,24,37,51
19890701,17,27,11
19790401,3,54,19
19990601,24,13,57
19760601,20,34,7
20090821,1,42,18
20110126,20,7,48
19980801,7,2,43
19931101,6,13,30
20130111,21,30,54
20041118,10,39,20
19991101,2,29,29
20051201,9,25,53
19770301,7,13,58
19991228,8,12,44
19980701,2,22,26
20080606,24,8,20
20080819,16,18,56
19991101,12,3,3
20070713,8,18,5
19820101,7,51,26
20001109,3,37,15
19921101,14,38,2
19990701,10,15,59
19840801,2,3,38
19920901,23,46,0
20060601,19,16,34
19830701,8,44,14
20131104,15,28,7
20071005,8,18,7
20050503,14,35,27
20061013,24,24,34
19960701,7,15,12
19911201,14,13,13
19941001,12,18,4
20110831,12,18,4
19980801,1,48,19
20110217,0,31,44
20120824,20,47,50
20071012,8,9,47
20070829,2,49,42
20031030,19,13,56
19950801,12,27,7
19911201,14,39,13
20140425,2,1,28
19980901,5,21,5
20100524,3,59,0
20110815,1,22,53
20010330,4,37,5
20010503,7,51,57
19760301,12,24,42
19290701,20,5,24
20141212,5,5,36
20140106,24,20,37
19941101,7,2,32
20100930,3,6,56
19900601,2,13,53
19760601,11,6,3
19860601,7,29,48
20070821,14,40,19
19910501,23,58,42
20070928,2,15,57
19991215,17,46,43
20120522,23,38,30
20060731,18,45,16
20070621,24,59,23
19910501,22,40,5
20080930,5,4,53
20120921,0,40,7
20041007,12,32,22
20140314,15,58,18
20070605,17,39,55
20130329,6,38,27
20020319,0,11,10
20090501,16,15,47
20130620,22,3,25
19770701,14,55,48
20030813,9,25,33
19750801,14,52,20
20100528,18,12,15
19771201,9,2,37
19770601,5,48,25
19890301,19,27,11
19920401,23,42,19
20101213,11,39,57
19860901,2,52,13
19951101,8,59,30
19990901,4,53,40
19991215,3,18,21
20070518,19,5,3
20080219,15,20,43
20030926,9,52,51
20060201,17,50,1
20140425,10,54,1
19960801,5,30,36
19760101,23,6,50
19931001,18,57,1
19971001,8,16,7
20071018,19,32,5
20101027,16,35,47
20090904,9,6,54
19910301,11,54,29
20070821,19,39,39
19920701,13,38,52
20140416,13,12,23
19790901,5,33,58
20020515,13,10,57
19900401,20,54,14
19751101,17,47,16
20001109,4,8,37
19841201,20,35,4
19990601,22,35,37
20120518,0,45,43
19770601,20,5,42
19790701,1,41,20
19830901,24,10,20
19770901,1,4,36
19890501,7,44,19
19910601,10,14,27
19841101,24,30,58
20100428,6,26,54
19760601,19,21,21
19891101,16,52,7
20011204,6,18,50
19960901,11,27,42
19760801,14,10,21
20010724,13,3,26
19980501,8,6,27
19940301,15,35,15
20131118,4,32,11
20140718,12,57,30
20140715,24,43,16
19841001,20,50,38
20010301,24,40,50
20030328,18,47,35
19840301,10,16,36
20120710,16,14,6
19860901,1,16,27
19840801,8,15,38
19880201,14,45,18
20101001,2,20,16
19990901,22,43,52
20091123,7,17,35
19961001,12,51,31
19791101,15,25,1
20051219,21,51,9
20070627,0,34,59
20081113,1,6,45
19930601,14,50,40
20091223,22,17,34
19910101,23,32,43
20090720,4,41,23
20130731,16,41,53
19790901,19,47,54
20071228,13,56,6
19771001,21,51,3
20010914,9,6,44
19860201,19,49,52
19900601,23,9,30
20111014,14,31,51
20140728,5,40,21
19751101,0,7,17
20121026,17,15,48
20140324,23,25,23
20051028,3,30,35
19980901,9,40,5
19750701,10,59,56
19791101,2,5,30
20141125,14,49,30
19880401,10,7,33
19941001,24,52,35
20030801,9,15,44
20100729,11,25,54
19770801,14,58,7
20041215,18,51,37
20070716,0,24,39
19921201,0,14,24
19880501,17,32,10
20130321,7,55,15
20010831,5,37,10
19870601,8,5,54
20100804,23,54,30
19760301,21,20,17
19920601,22,22,25
19921001,22,47,41
19880601,12,58,3
20040519,22,31,29
19840601,15,1,10
20040412,22,59,32
20130930,2,7,41
19880401,18,38,14
19881001,22,56,27
20080625,17,21,25
20060331,11,58,29
19750301,19,45,18
20080111,8,9,48
19980301,12,33,57
19760601,15,59,43
20141229,3,31,57
20021220,16,28,17
20070731,7,59,36
19841001,22,39,34
20010727,2,20,35
19770401,3,3,26
20040628,1,18,18
19770601,21,37,55
20110520,10,32,8
19890801,9,46,29
20080731,10,28,44
20100614,6,30,16
20000502,9,57,40
20100315,22,0,14
19770601,5,46,6
19790301,9,28,42
19890301,20,9,44
19760701,17,34,4
19770701,11,57,12
19950901,16,6,26
20100212,10,15,27
19761001,9,35,3
19960601,3,8,28
19960501,14,1,1
19851001,6,36,9
19760501,17,27,57
20130508,18,32,58
19920401,4,14,40
19910601,4,34,29
19900501,15,8,26
19830601,13,39,16
20060420,21,59,37
20040930,12,16,25
19750701,8,54,46
19830801,10,36,0
19860501,6,26,42
20030721,6,52,44
20120131,8,28,9
20030304,21,9,18
20081001,2,38,30
20090605,8,31,9
20051110,22,49,27
20110811,7,46,30
19830401,2,39,17
19770401,19,57,3
20030314,15,23,8
20060830,0,32,15
19751101,10,42,36
20010607,19,26,18
20010727,4,28,12
20100108,10,35,29
19840201,3,29,1
20120810,2,21,40
20050617,15,16,19
19980601,16,23,45
19841101,3,29,23
20130117,18,46,22
19801201,22,49,30
19791101,7,26,5
20050722,0,55,49
19770701,24,41,14
19960601,14,48,37
19940501,0,33,7
19980601,1,49,42
19860901,19,27,7
19870401,17,22,19
20060629,9,31,24
19991001,18,49,1
20130320,20,6,36
19880801,17,54,22
20050211,18,42,2
19830101,15,55,40
20070323,23,9,17
20000728,7,38,5
20010717,11,44,50
20100628,24,12,10
20030527,6,45,35
19970801,15,18,20
20110427,7,5,9
19980801,19,49,31
20040915,10,38,33
20060727,18,11,8
19900601,3,51,48
20040423,17,21,0
20011116,5,25,52
19880801,13,48,9
20020426,9,38,47
19890601,7,26,53
20111110,11,7,59
19870601,11,21,0
19990701,6,51,8
19800801,8,31,35
19871101,0,34,59
19950801,6,34,26
20010302,16,6,18
19891201,6,55,31
19890801,21,21,39
20000412,6,13,51
19760101,14,30,17
19991101,13,29,37
20130906,2,31,22
19760101,5,25,31
19980801,1,3,32
19750601,7,51,12
19910501,2,13,55
19990401,18,48,52
19900601,13,2,15
20020627,10,39,39
20050131,11,39,50
20121212,11,17,4
20131220,4,41,34
20101115,21,11,47
20050317,16,46,12
20041028,4,14,29
20071115,15,31,33
20121214,18,3,53
20080603,0,19,17
19870601,18,6,53
20071101,6,0,22
19940401,17,35,15
20070829,24,43,37
19900701,11,5,4
19960501,7,45,28
20120522,7,13,41
20081103,13,45,27
20060720,12,31,25
19961001,18,33,24
19840901,17,54,36
19980701,12,17,33
19950401,18,25,56
19910401,13,59,41
20130816,11,47,27
19930801,8,51,45
19970703,15,23,59
19891001,11,20,12
19970703,14,33,48
20140123,11,43,59
20040528,10,24,30
20020701,22,46,30
19990301,19,54,37
19990401,1,28,58
20141031,0,44,1
19990601,7,52,46
20020426,20,55,36
19990601,16,19,23
19971001,17,41,5
20060710,1,8,50
20050606,12,17,19
20070806,0,49,36
19870201,22,1,13
19940301,19,21,3
19870701,6,23,2
19870701,15,24,44
19990601,5,21,39
19921101,6,22,52
20121127,19,29,45
20120726,19,11,30
19870801,13,15,53
19880801,3,3,29
20060509,22,3,2
20010815,14,56,59
20100106,22,20,6
20100421,15,17,57
20090709,21,22,9
20140730,17,23,43
20100922,23,47,30
19910701,12,56,11
19941101,23,7,39
19910801,1,59,44
19960101,20,32,32
20040428,9,16,28
19920601,4,3,32
19981101,23,33,44
19980801,10,48,4
19970101,5,40,53
19920401,18,54,35
19910201,19,14,51
20080613,2,29,1
19920401,15,49,37
20001201,3,28,31
20060630,23,34,36
20031112,23,22,48
19930401,14,31,48
19870201,6,33,3
20070126,3,56,20
20111012,12,54,6
19931201,11,46,38
20110920,16,16,59
20110606,6,43,16
19930401,19,32,16
19921201,23,10,54
19921001,20,52,29
19930801,14,5,35
20090731,10,8,23
19931201,12,16,36
19940601,17,17,24
19891001,13,57,32
20130509,16,23,43
20010731,18,4,25
19940101,4,43,8
19940601,21,39,37
19940301,11,10,33
19911101,5,37,6
19940401,14,13,59
19890901,0,13,22
20001109,14,47,20
19990601,13,5,41
20100421,8,31,38
19950801,8,20,26
20000929,7,52,7
19980601,18,40,27
19950101,6,49,32
20010710,4,39,37
19940301,6,6,37
19941201,9,54,19
19921201,13,10,3
19950601,6,1,16
20061004,5,56,28
19891201,11,52,43
19940401,16,58,59
20130412,12,15,18
19990801,15,8,53
20140207,0,53,4
19971001,8,48,29
19960301,23,37,26
20110916,10,20,17
19940901,12,32,18
19980101,16,51,25
19961101,15,38,39
19980901,11,55,17
20120927,6,19,50
19940901,1,30,24
20060711,14,15,1
19981201,21,16,41
20010709,19,52,33
20030718,5,29,12
20130812,4,18,16
19881001,14,19,29
20140207,7,32,2
20130611,4,36,34
19880601,9,37,45
19920701,21,6,20
20000426,20,21,40
20130830,7,17,20
19831001,1,14,14
19880201,5,47,27
20030930,14,36,40
19930701,1,28,5
20000623,20,43,4
19790601,6,40,3
20131213,2,22,2
19991122,11,44,33
20120806,16,13,38
19940901,15,39,5
20090108,2,7,35
20010817,1,11,18
19910501,5,28,14
20131205,14,39,30
20040727,13,49,23
20110831,16,53,2
20131018,6,54,52
20130807,22,6,5
19831101,23,8,1
20051221,3,41,47
19990801,6,27,12
19991130,1,34,59
20121108,13,17,49
20090204,12,56,43
20090204,0,44,48
20030822,2,45,29
19820201,13,8,15
19910501,3,18,30
19920801,19,47,2
20030530,15,43,59
20120824,24,38,55
20061115,24,53,3
20120928,14,0,43
19910901,23,8,18
20030103,11,30,22
20070712,17,45,34
20140130,18,28,41
19880701,0,12,57
20030630,19,47,14
19990901,17,16,17
19940701,11,43,38
